pull back	Se retirer, s'enfuir, reculer; Ramener
pull down	Baisser; Démolir, abattre; Rabattre
pull off	Mener à bien, conclure; Liaison descendante sur les instruments à
pull oneself together	Se ressaisir
pull out	Se retirer
pull over	S’arrêter sur le côté de la route; Causer un arrêt sur le côté de la route, d
pull request	Demande de fusion de branches
pull requester	Personne qui effectue une pull request
pull strings	Pistonner
pull technology	Recherche individuelle
pull teeth	Se décarcasser
pull the plug	Déboucher, enlever un bouchon, retirer une; Débrancher une prise (électrique); A
pull through	S’en sortir, se tirer d’affaire
pull to pieces	Abaisser, aboyer à
pull together	Unir dans un objectif commun
pull up	S’arrêter; Soulever, vers le haut ou verticalement; cabrer
pull-down menu	Menu déroulant
pulled pork	Porc effiloché, épaule de porc grillée au
pullover sweater	Chandail, pull-over
pulsar wind nebula	Plérion, nébuleuse de vent de pulsar, nébu
pulse amplitude modulation	Modulation d’impulsions en amplitude
pulse code modulation	Modulation par impulsions et codage
pulse position modulation	Modulation d’impulsions en position
pulse width modulation	Modulation d’impulsions en durée
pump shotgun	Fusil à pompe
pump up	Gonfler
pumping test	Pompage d’essai
pumpkin spice	Mélange d’épices composé de cannelle, musc
pumpkin spice mix	Mélange proche de l’épices à pain d’épices
punch line	Phrase choc
punched card	Carte perforée
punching bag	Punching-ball ou punching ball
punctuation mark	Signe de ponctuation
punic faith	Foi punique
punicic acid	Acide punicique (acide octadéca-9Z,11E,13Z
punk rock	Punk rock
pup play	Puppy play
pupil densification	Densification de pupille
puppy coded	Qui a une personnalité douce et un comport
puppy dog	Chiot
puppy love	Amour enfantin, béguin
puppy play	Puppy play
purchase order	Bon de commande
purchase price	Prix d’achat
pure and simple	Pur et simple
pure as the driven snow	Blanc comme neige, parfaitement innocent
pure function	Fonction pure
pure laine	Pure laine; Pure-laine
pure mathematics	Mathématiques pures
pure name	Nom ne révélant aucune information sur l’e
pure research	Recherche fondamentale
purex process	Procédé PUREX
purging place	Définition manquante ou à compléter. (Ajou; Toilettes (pièce destinée à faire se
purple heart	Purple Heart
purple state	État des États-Unis dont la majorité élect
push along	Faire glisser, fourrer
push and pull funding	Financement incitatif
push back	Repousser; Reculer, faire reculer; Refouler
push funding	Financement incitatif
push paper	Faire de la paperasse, noircir du papier
push pin	Punaise ; goupille
push poll	Technique politique qui vise à influencer
push technology	Distribution sélective
push the boat out	Dépenser beaucoup pour une occasion : fair
push up daisies	Être décédé, Manger les pissenlits par la
push-to-talk over cellular	Messagerie instantanée vocale
pushing up daisies	Mort
pussy hat	Bonnet à oreille de chat, bonnet avec deux
put a sock in it	Se taire; Taisez-vous, tais-toi
put a spin on something	Mettre en rotation un objet; S'intéresser à quelque chose; Mettre en valeur, met
put across	Communiquer
put an end to	Mettre un terme à
put away	Ranger; Épargner; Engloutir
put down	Poser; Abaisser; Euthanasier (un animal)
put forward	Avancer (une montre, une réunion, un argum; Exprimer (une opinion); Proposer (un
put in	Fourrer, introduire, mettre; Introduire
put in order	Ordonner, ranger, régler
put into practice	Pratiquer, mettre en pratique
put off	Différer, renvoyer, reporter; Découragé; Décourager, dégoûter
put on	Mettre, revêtir (vêtement); Activer, mettre en mouvement, mettre en ac
put on a pedestal	Placer sur un piédestal (figuré)
put on airs	Agir avec affectation, affecter, feindre,
put on ice	Mettre en suspens, faire geler
put on the map	Rendre célèbre
put onto	Attacher, apposer
put option	Option de vente
put out	Indigné; Éteindre (un feu ou un incendie); Consentir régulièrement aux rapports
put out to tender	Mettre en adjudication, mettre à l’entrepr
put right	Redresser un jugement
put the blame on	Rejeter la faute sur
put the cart before the horse	Mettre la charrue devant les bœufs ; mettr; Raisonner à tort; agir sur des fauss
put the emphasis on	Mettre l’accent sur quelque chose
put to bed	Coucher
put to death	Mettre à mort
put to sleep	Endormir; Assoupir; Ankyloser
put together	Assembler, monter
put up	Abriter; Supporter; Planter, monter (une tente, une clôture, u
put up with	Supporter, subir; Faire avec
put warrant	Option de vente
put your foot down	appuyer sur le champignon, accélérer; taper du poing sur la table, faire preuve
pv diagram	Diagramme de Clapeyron
pygmy date palm	Dattier du Mékong
pyjama party	Soirée pyjama
pyramidal eminence	Éminence pyramidale
pyramidal process of palatine bone	Processus pyramidal de l’os palatin
pyramidalis muscle of auricle	Muscle pyramidal de l’auricule
pyramidalis of abdomen	Muscle pyramidal de l’abdomen
pyroboric acid	Acide tétraborique, acide pyroborique — H₂
pyroclastic flow	Coulée pyroclastique
pyrotechnic bolt	Boulon pyrotechnique
pyrotechnic fastener	Boulon pyrotechnique
pyrotechnic separation	Séparation pyrotechnique
pyroxene andesite	Andésite à pyroxène
pyrrhic victory	Victoire à la Pyrrhus
pyruvic acid	Acide pyruvique
q and a	Interview, période alternant questions et
qe tapering	Désexpansion monétaire
qr code	QR-code, code-barres à deux dimensions
quad bike	Quad
quad core	Processeur quadricœur
quad core processor	Processeur quadricœur
quad cycle	Quad
quadratic equation	Équation du second degré
quadratic formula	Formule algébrique explicitant les racines
quadratus femoris	Muscle carré fémoral
quadratus lumborum	Muscle carré des lombes
quadratus plantae	Muscle carré plantaire
quadruple bogey	Quadruple bogey
quadruple play	Quadruple service
quality assurance	Assurance qualité
quantic day	Quantic Day
quantified self	Automesure connectée
quantitative analysis	Analyse quantitative
quantitative easing	Assouplissement quantitatif
quantitative easing tapering	Désexpansion monétaire
quantitative real-time polymerase chain reaction	PCR quantitative, QPCR
quantitative structure-activity relationship	Relation quantitative structure-activité
quantitative trait locus	Locus à caractère quantitatif
quantity theory of money	Théorie quantitative de la monnaie
quantum chromodynamics	Chromodynamique quantique
quantum computer	Calculateur quantique
quantum computing	Informatique quantique
quantum confinement	Confinement quantique
quantum dot	Boîte quantique
quantum efficiency	Rendement quantique
quantum entanglement	Intrication quantique
quantum field theory	Théorie quantique des champs
quantum mechanics	Mécanique quantique , mécanique des quanta
quantum potential well	Puits quantique
quantum sheet	Feuillet quantique
quantum well	Puits quantique
quantum wire	Fil quantique
quantum yield	Rendement quantique
quarter final	Quart de finale
quarter note	Noire
quarter rest	Soupir
quasi-stellar radio source	Quasar
quaternary source	Source quaternaire
quaternary tree	Arbre quaternaire
queen of beasts	Reine des animaux
queen of clubs	Dame de trèfle
queen of diamonds	Dame de carreau
queen of hearts	Dame de cœur
queen of spades	Dame de pique
queen post	Faux-poinçon
queenside castling	Grand roque
queensland nut	Noix de macadamia
quel dommage	Quel dommage
query language	langage de requête, QL
query string	Chaîne de requête
question mark	Point d’interrogation
question the question	Mettre en question la question (remettre e
quetelet index	Indice de masse corporelle
quiche lorraine	Quiche lorraine
quick book	Livre-éclair
quick change	Conversion rapide
quick drop	Échange minute de batterie
quick frozen	Surgelé
quick look	Épreuve minute
quick time event	Quick time event
quid pro quo	Contrepartie, compensation, donnant-donnan; Quiproquo
quiet as a mouse	Qui ne fait pas de bruit, se fait tout pet
quiet period	Période de silence
quinine tree	Rauvolfia caffra, arbre de la famille des
quinnat salmon	Saumon royal, saumon chinook, saumon quinn
quite a bit	Pas mal, considérablement
quite a few	Pas mal de. Assez nombreux
quo vadis	Quo vadis ?
quorum quenching	Interruption de la détection du quorum
quorum sensing	Détection du quorum
quorum state	Quorum bactérien
quotation mark	Guillemet anglais (“ … ”)
r factor	Facteur de résistance
r plasmid	Facteur de résistance
rabbit hole	Terrier de lapin; Monde étrange; Tangente ou un détour qui prend du temps e
rabbit holing	Fait de perdre son temps; Trip psychédélique
raccoon dog	Chien viverrin
race car	Voiture de course
race riot	Émeute raciale
race row	Définition manquante ou à compléter. (Ajou
racemic compound	Composé racémique
racemic conglomerate	Conglomérat racémique
racial triangulation	Triangulation raciale
rack and pinion	Système à pignon et crémaillère. Crémaillè
rack jobber	Réassortisseur
rack jobbing	Réassortiment délégué
rack of lamb	Carré d’agneau
rack up	accumuler, amasser, engranger, recolter
rack-and-pinion railway	Chemin de fer à crémaillère
radar altimeter	Altimètre radar
radar backslope	Revers de pente sous radar
radar foreshortening	Effet de rapprochement
radar foreslope	Avers de pente en radar
radar image	Radargraphie
radar multi-look image	Image radar multi-écho
radar multiple-look image	Image radar multi-écho
radar scatterometer	Diffusiomètre radar
radar shadow	Ombre de radar
radar single-look image	Image simple par radar
radiation damage	Dommage d’irradiation
radiation protection	Radioprotection
radiation shield	Écran de protection radiologique
radiation therapy	Radiothérapie
radiative forcing	Forçage radiatif
radio alphabet	Alphabet radio, alphabet phonétique
radio altimeter	Radio-altimètre
radio astronomy	Radioastronomie
radio base station	Station de base
radio beacon	Radiobalise, radiophare
radio broadcasting	Radiodiffusion
radio control	Radiocommande
radio data system	Radiodiffusion de données de service
radio direction finding	Radiogoniométrie
radio frequency identification	Radio-identification
radio frequency identification tag	Radio-identifiant
radio range	Radiophare d’alignement
radio station	Station de radio
radio wave	Onde radio
radioactive cloud	Nuage radioactif
radioactive contamination	Contamination radioactive
radioactive decay	Désintégration radioactive, radioactivité
radioactive decontamination	Décontamination radioactive
radioactive effluent	Effluent radioactif
radioactive fall-out	Retombées radioactives
radioactive fallout	Retombées radioactives
radioactive half-life	Période d’un nucléide radioactif
radioactive isotope	Isotope radioactif
radioactive material package	Colis de matières radioactives
radioactive plume	Panache radioactif
radioactive waste	Déchet radioactif
radioactive waste conditioning	Conditionnement de déchets radioactifs
radioactive waste disposal	Stockage de déchets radioactifs
radioactive waste immobilisation	Enrobage de déchets radioactifs
radioactive waste immobilization	Enrobage de déchets radioactifs
radioactive waste management	Gestion de déchets radioactifs
radioactive waste package	Colis de déchets radioactifs
radioactive waste solidification	Enrobage de déchets radioactifs
radioactive waste storage	Entreposage de déchets radioactifs
radioactive waste vitrification	Vitrification de déchets radioactifs
radiolarian ooze	Boue à radiolaires
radiolytic rate	Rendement radiolytique
radiolytic yield	Rendement radiolytique
radiometric balancing	Équilibrage radiométrique
radiometric resolution	Limite de résolution radiométrique
radionuclide inventory	Inventaire des radionucléides
radius of curvature	Rayon de courbure
radwaste management	Gestion de déchets radioactifs
radwaste storage	Entreposage de déchets radioactifs
rag doll	Poupée de chiffon
rag on	Tourner une personne en ridicule, se moque
rage room	Salle spécialement aménagée pour se défoul
rail-road transport	Ferroutage
railroad station	Gare ferroviaire
railway gun	ALVF, canon sur rails
railway station	Gare ferroviaire
rain buckets	Pleuvoir à verse
rain cats and dogs	Pleuvoir à verse, pleuvoir des cordes
rain check	Bon ou note d’un commerçant à un client as; Façon polie de décliner une invitati
rain dance	Danse de la pluie
rain dogs and cats	Pleuvoir à verse
rain garden	Jardin de pluie
rain pitchforks	pleuvoir à verse
rainbow jersey	Maillot arc-en-ciel
rainbow serpent	Serpent arc-en-ciel
rainbow smelt	Éperlan arc-en-ciel
rainbow table	Table arc-en-ciel
rainbow trout	Truite arc-en-ciel
rainbows and unicorns	Se dit d’une situation idyllique
raise eyebrows	Faire froncer les sourcils, ou les faire s
raise the alarm	Alarmer, alerter, jeter l’alarme
raise the roof	Faire du bruit, faire trembler les murs, f
rake up	Ratisser; remuer, exhumer (des souvenirs)
rally point system	Marque en continu
ramp up	Augmenter rapidement
ranch dressing	Sauce ranch
random access	Accès direct
random access memory	Mémoire vive
random amplified polymorphic dna	Polymorphisme de l’ADN révélé par amplific
random copolymer	Copolymère aléatoire
random number generator	Générateur de nombres aléatoires
random signal	Signal aléatoire
random walk	Marche aléatoire
random-access memory	Mémoire vive
range extender	Prolongateur d’autonomie
range finding	Télémétrie
ranged weapon	Arme de jet
rank and file	Soldat du rang; Ceux n’ayant aucun titre ou statut particu
rank and riches	Culotte d’équitation
rap jumping	Descente en rappel inversé
rap sheet	Casier judiciaire
rapa nui	Rapanui; Rapanui (homme ou femme)
rape culture	Culture du viol
rapid amplification of cdna ends	Amplification rapide d’extrémités d’ADNc
rare disease	Maladie rare
rare earth element	Terre rare
rare earth metal	Terre rare
raso lark	Alouette de Razo
raster data	Donnée de trame
raster image	Image matricielle
rat poison	Rodenticide
rat race	Situation impliquant de nombreux participa; Le mode de vie urbain moderne lui-mê
ratchet up	Augmenter (une quantité), faire monter
ratchet wrench	Clé à cliquet
rate gyro	Gyromètre
rate of exchange	Change, cours de change
rate of fire	Cadence de tir
rate-controlling step	Étape cinétiquement limitante
rate-determining step	Étape cinétiquement limitante
rate-limiting step	Étape cinétiquement limitante
rational number	Nombre rationnel
rats and mice	Dé
rattle and clank	Banque
rattle off	débiter, énumérer, parler rapidement
raw coffee	Café vert
raw cotton	Coton
raw material	Matière première
raw material consumption	Empreinte en matières premières
ray casting	Méthode de génération d’une image avec ren
ray grass	Ray-grass
ray gun	Pistolet à rayons
ray tracing	Lancer de rayon
razor blade	Lame de rasoir
razor sharp	Très aiguisé; Très éveillé ou intelligent
rcsl system	Système de limitation de puissance
re-entry corridor	Couloir de rentrée
re-entry vehicle	Véhicule de rentrée
reach an end	Prendre fin
reach out	Tendre la main vers l’avant; Demander de l’aide; Se faire plus d’amis, augmenter
reactance coil	Bobine d’arrêt ; inductance utilisée pour
reaction injection molding	Moulage par injection et réaction
reaction injection moulding	Moulage par injection et réaction
reaction rate	Taux de réaction
reaction wheel	Roue de réaction
reactive entity	Entité réagissante
reactivity accident	Accident de réactivité
reactivity feedback	Contre-réaction de réactivité
reactor core	Cœur
reactor operation	Conduite d’un réacteur
reactor system	Filière de réacteurs
reactor time constant	Constante de temps d’un réacteur
reactor trip	Arrêt automatique du réacteur
reactor type	Filière de réacteurs
read between the lines	Lire entre les lignes
read through	Lire (quelque chose) en entier
read-only memory	Type de puces mémoire dont le contenu peut
readiness force	Force opérationnelle
reading frame	Cadre de lecture
reading frameshift	Décalage du cadre de lecture
reading room	Salle de lecture
reading stone	Pierre de lecture ; lentille (loupe sans m
readthrough transcription	Transcription ininterrompue
readthrough translation	Traduction ininterrompue
real estate	Foncier; Biens immobiliers; Immobilier
real number	Nombre réel
real tennis	Jeu de paume
real time gross settlement system	Système de règlement brut en temps réel
real-time polymerase chain reaction	Synonyme de quantitative real-time polymer
real-time stereoscopic imagery	Imagerie stéréoscopique minute
real-world asset	Actif du monde réel
reality check	État des lieux
really simple syndication	Flux de dépêches
rear axle	Pont arrière
rear guard	Arrière-garde; De l'arrière-garde
rear naked choke	Étranglement arrière
rear seat	Siège arrière
rear sprocket	Pignon
rear-view mirror	Rétroviseur
rebound sex	Rebound sex
rebroadcast station	Réémetteur
received pronunciation	Prononciation standard britannique de l’an
reception room	Recette; Réception, salon de réception
recession discharge	Débit de tarissement
recombinant dna	ADN recombinant
recombinant plasmid	Plasmide recombiné
recombinant rna	ARN recombinant
recombination hot spot	Point chaud de recombinaison
recombination hotspot	Point chaud de recombinaison
record player	Tourne-disque; Électrophone
records management	Gestion de l’archivage
recovery position	Position latérale de sécurité (PLS)
recreational fisher	Pêcheur sportif
recreational vehicle	Camping-car
rectus abdominis muscle	Droit de l’abdomen
rectus capitis anterior	Muscle droit antérieur de la tête
rectus capitis lateralis	Muscle droit latéral de la tête
rectus capitis posterior major	Muscle grand droit postérieur de la tête
rectus capitis posterior minor	Muscle petit droit postérieur de la tête
rectus femoris	Muscle droit fémoral
recursive case	Cas récursif
recursive function	Fonction récursive
recycle bin	Corbeille
red as a beetroot	Rouge comme une pivoine, rouge comme une t
red ball	Train ou chargement de train prioritaire; Affaire policière ou judiciaire priori
red blood cell	Globule rouge
red box	Appareil de phreaking simulant le bruit de
red cabbage	Chou rouge
red card	Carton rouge
red carpet	Tapis rouge
red daisy	Épervière orangée
red ensign	Pavillon civil du Royaume-Uni et de certai
red envelope	Enveloppe rouge
red fascism	Communisme, notamment sous ses formes marx
red flag	Avertissement, signal d’alarme; Drapeau rouge; Chiffon rouge (→ voir agiter le c
red fox	Renard roux (Vulpes vulpes)
red fuming nitric acid	Acide nitrique fumant rouge
red herring	Hareng saur; Fausse piste
red hot	Très chaud; Hot-dog; Très attirant
red kite	Milan royal, rapace diurne de nom scientif
red lead	Minium
red letter day	Jour à marquer d’une pierre blanche
red light	Feu rouge
red mouse opossum	Opossum-souris roux (Marmosa rubra Tate, 1
red mud	Boue rouge
red mullet	Rouget
red of dawn	Aurore
red panda	Petit panda
red pill	Quelque chose qui permet ou oblige une per; Permettre quelqu’un de surmonter l’i
red rail	Poule rouge, râle de Maurice, espèce d’ois
red shirt	Dans une fiction, personnage secondaire de
red snapper	Vivaneau rouge
red squirrel	Sciurus vulgaris ; écureuil roux; Tamiasciurus hudsonicus ; petit écureuil d
red star	Étoile rouge; Communisme
red state	État des États-Unis où les votants habitue
red tape	Ruban rouge servant à liasser les document; Bureaucratie excessive; Paperasserie
red team	Équipe rouge
red violet	Rouge-violet
red weed	Épervière orangée
red wine	Vin rouge
red wolf	Loup rouge
red-billed chough	Crave à bec rouge
red-fronted tinkerbird	Barbion à front rouge
red-lined flabellina	Flabelline à lignes rouges
red-root amaranth	Amarante réfléchie
red-shouldered hawk	Buse à épaulettes (Buteo lineatus)
red-throated pipit	Pipit à gorge rousse
redroot pigweed	Amarante réfléchie
reductio ad stalinum	Sophisme dans le but de discréditer la val
reduction fishery	Pêche minotière
reduction in rank	Rétrogradation, réduction de grade
reduction to the ranks	Dégradation, cassation de grade
redundant gene	Gène redondant
reed cat	Chaus, chat des marais , chat de jungle (F
reedmace swamp	Typhaie
reef knot	Nœud plat
reentry system	Système de rentrée
reentry vehicle	Corps de rentrée
refer to	Faire référence à; Consulter
reference electrode	Électrode de référence
reference group	Groupe de référence
reference man	Homme de référence
reference time	Temps de base
referential integrity	Intégrité référentielle
reflect on	Réfléchir
reflecting satellite	Satellite réflecteur
reflexive verb	Verbe pronominal
refrigerated container	Conteneur frigorifique
regeneration circuit	Circuit régénératif
regenerative glass furnace	Four à régénération
register recall	Rappel d’enregistreur
registered letter	Lettre recommandée
registered share	Action nominative
registered trademark	Marque déposée
registration plate	Plaque d’immatriculation, plaque de police
regression test	Test de régression
regressive burning	Combustion décroissante
regular expression	Expression rationnelle
regular hexagon	Hexagone régulier
regular polygon	Polygone régulier
regulated nuclear facility	Installation nucléaire de base
regulated nuclear installation	Installation nucléaire de base
regulating rod	Barre de pilotage
regulation mutation	Mutation de régulation
regulatory gene	Gène de régulation
rehearsal dinner	Repas consistant en une répétition général
reign of terror	Terreur
reinforced concrete	Béton armé
reinforcement learning	Apprentissage par renforcement
reinvent the wheel	Réinventer la roue
rejection of clutter	Pouvoir de rejet
rejection of interference	Pouvoir de rejet
rejection of noise	Pouvoir de rejet
rejection sampling	Méthode de rejet, méthode du rejet
relational algebra	Algèbre relationnelle
relational database	Base de données relationnelle
relational database management system	Système de gestion de base de données rela
relational model	Modèle relationnel
relationship anarchy	Anarchie relationnelle
relationship marketing	Mercatique relationnelle
relationship score	Indice relationnel
relative configuration	Configuration relative
relative pronoun	Pronom relatif
relatively prime	Premiers entre eux
relay call	Appel téléphonique d’une personne ayant un
relay station	Réémetteur
release print	Copie d’antenne
relief pitcher	Lanceur de relève
relieve oneself	Se soulager (uriner ou déféquer)
rely on	Se fier, se fier à; Dépendre de; Compter sur
rem out	Décommenter une section de code source
remedial work	Remédiation
remote access trojan	Type de virus informatique permettant de p
remote batch teleprocessing	Télétraitement par lots
remote control	Télécommande
remote data processing	Téléinformatique
remote maintenance	Télémaintenance
remote radio head	Tête radio distante
remote root exploit	Faille de système d’exploitation permettan
remote sensing	Télédétection
remote sounding	Sondage par télédétection
remotely-operated vehicle	Drone sous-marin filoguidé
renege on	Retirer
renewable electricity	Électricité d’origine renouvelable
renewable energy	Énergie renouvelable; Énergie durable
renewable hydrogen	Hydrogène d’origine renouvelable
rennet stomach	Caillette
rent boy	Jeune prostitué masculin
rent out	Louer ; donner à louage
repeat breeding	Cas d'infertilité des femelles dans lequel
repeat unit	Unité de répétition
repent of	Regretter
repetitive dna	ADN répétitif
repetitive strain injury	Trouble musculosquelettique
replication fork	Fourche de réplication
replication licensing factor	Facteur nécessaire à la réplication
replication origin	Origine de réplication
repo man	Personne chargée du recouvrement des créan; Repreneur
report card	Bulletin de notes, bulletin scolaire
reporter gene	Gène rapporteur
reporting dealer	Correspondant en valeurs du Trésor
reporting system	Système d’information comptable
repository fees	Dans la recherche, frais lorsque l'on dépo
repple depple	Base arrière ; entrepôt de réserve opérati
representative democracy	Démocratie représentative
reprocessed uranium	Uranium de retraitement
reproduction cloning	Clonage reproductif par transfert nucléair
reproductive cloning	Clonage reproductif par transfert nucléair
reproductive health	Médecine de la procréation
republican monarch	Monarque républicain
repurchase agreemen	Mise en pension
request for information	Demande de renseignements : désigne un doc
request for proposal	Appel d’offres
required navigation performance	Qualité de navigation requise
rescue sling	Sangle de sauvetage
rescue strap	Sangle de sauvetage
research assistant	Assistante de recherche, assistant de rech
research reactor	Réacteur de recherche
reserve and collect	Retrait en magasin
reserved word	Mot réservé
reservoir of biodiversity	Réservoir de biodiversité
resident space object	Objet orbital
residual power	Puissance résiduelle
residual propellant	Ergols imbrûlés
residue field	Corps résiduel
resign oneself	Se résigner
resin transfer molding	Moulage par transfert de résine
resin transfer moulding	Moulage par transfert de résine
resistance plasmid	Facteur de résistance
resistive ram	Mémoire vive résistive
resistive random access memory	Mémoire vive résistive
resolution capacity	Pouvoir de résolution
resolving limit	Limite de résolution
resonance box	Boite à echo
resonance escape probability	Facteur antitrappe
resort to	Recourir à
respiratory syncytial virus	Virus respiratoire syncytial
respite care	Relève de l’aidant
responsibility to protect	Responsabilité de protéger
responsive design	Conception d’interfaces adaptatives
responsive web design	Conception de sites web adaptatifs
rest home	Maison de repos
rest in peace	Être mort; Repose en paix
rest operator	Opérateur de diffusion
rest stop	Halte routière
resting place	Maison de repos; Dernière demeure
restorative justice	Justice restauratrice
restraining order	Ordonnance restrictive
restraint collapse	Décompensation émotionnelle, effondrement
restriction fragment	Fragment de restriction
restriction fragment length polymorphism	Polymorphisme de restriction
restriction map	Carte de restriction
restriction mapping	Cartographie de restriction
restriction site	Site de restriction
restriction site polymorphism	Polymorphisme de site de restriction
result in	Causer, déterminer, engendrer, entraîner d
retail fund	Fonds grand public
retaining wall	Mur de soutènement
retirement home	Maison de retraite
retro gaming	Rétrojeu vidéo
retrograde orbit	Orbite rétrograde
return center	Service des retours
return migration	Migration de retour
return of the prodigal son	Retour du fils prodigue
return on assets	Rendement de l’actif
return on capital employed	Rendement des capitaux engagés
return on equity	Rendement des capitaux propres
return on invested capital	Rendement de l’investissement
return on investment	Rendement de l’investissement
return on sales	Taux de rentabilité opérationnelle
return to house loading	Îlotage
returned foreign fighter	Revenant
returning foreign fighter	Revenant
returning officer	Président de bureau de vote; Directeur du scrutin
reusable launch vehicle	Lanceur réutilisable
reusable launcher	Lanceur réutilisable
revenge is a dish best served cold	La vengeance est un plat qui se mange froi
revenge porn	revenge porn, pornovengeance
revenge pornography	Pornodivulgation
revenge quitting	Revenge quitting
revenue shortfall	Manque à gagner
reverse accusation	Inversion accusatoire
reverse boustrophedon	Boustrophédon inversé
reverse centaur	Centaure inversé, animal fabuleux ayant un; Centaure inversé, association humain
reverse charge	Taxe au preneur
reverse dictionary	Dictionnaire inverse
reverse dns	DNS reverse
reverse engineering	Rétro-ingénierie
reverse innovation	Innovation inversée
reverse mutation	Mutation inverse
reverse osmosis	Osmose inverse
reverse proxy	Proxy inverse
reverse publishing	Rétropublication
reverse repo	Prise en pension
reverse shell	Reverse shell
reverse shot	Contrechamp
reverse solidus	Synonyme de barre oblique inverse (contre-
reverse teaching	Enseignement inversé
reverse tethering	Utilisation du réseau Internet d'un ordina
reverse-charge call	PCV
review bomb	Stratégie collective de dénigrement par le; Déployer une stratégie collective de
review mills	Personne chargée de la relecture de manièr
revisionist zionism	Sionisme révisionniste
revisit frequency	Fréquence de visite
revolving credit	Crédit permanent
revolving door	Tourniquet, porte-tambour, porte tournante; Va-et-vient public-privé
revolving light	Gyrophare
rex rabbit	Rex, race de lapins, originaires de France
rfid tag	Radio-identifiant
rhesus monkey	Macaque rhésus, Macaca mulatta
rhetorical question	Question rhétorique
rhombohedral emerald malachite	Synonyme de dioptase
rhumb line	Loxodromie
rhyming slang	Mécanisme argotique dans lequel un mot est
rib cage	Cage thoracique
rib steak	Entrecôte
riboflavin monophosphate monosodium salt	Sel de sodium de riboflavine-5′-phosphate
riboflavin sodium phosphate	Sel de sodium de riboflavine-5′-phosphate
ribonucleic acid	Acide ribonucléique
ribosomal dna	ADN ribosomique
rice ball	Boule de riz. Différents plats d'origine e
rice farmer	riziculteur
rice field	Rizière
rice pudding	Riz au lait
rich client	Client lourd
rich text	Texte riche
ride at anchor	Relâcher
ride the night	Passer la nuit
ridge tile	Tuile faîtière
riding coat	Redingote
riding crop	Cravache
riemann integral	Intégrale de Riemann
riemann sum	Somme de Riemann
riemann surface	Surface de Riemann
riff raff	Racaille
right angle	Angle droit
right as rain	Très bon ; en bonne santé; Correct, factuellement exact
right away	Tout de suite, sur-le-champ
right click	Clic droit
right join	Jointure à droite
right now	Tout de suite, immédiatement; À ce moment, maintenant
right of way	Droit routier; Droit de passage; Emprise
right to vote	Droit de vote
right triangle	Triangle rectangle
right wing	extrême droite
right-angled triangle	Triangle rectangle
right-hand side	Expression placée à droite du signe égal d
right-wing anarchism	Anarchisme de droite
rigid-framed bridge	Pont-cadre
rile up	Irriter, vexer, mettre en colère
rim job	Anilingus
rim rock crowned snake	Espèce de serpents de la famille des Colub
ring a bell	Dire quelque chose; Rappeler un souvenir perdu
ring back	Rappeler quelqu’un au téléphone à sa deman; Appeler la même personne au téléphon
ring buoy	Bouée de sauvetage
ring dove	Tourterelle domestique (streptopelia risor
ring finger	Annulaire. Note d’usage : The ring finger,
ring gag	Type de bâillon composé d’un anneau
ring road	Boulevard périphérique
ring singularity	Singularité annulaire
ring the bell	Sonner, sonner à la porte
ring up	Téléphoner, passer un coup de fil à quelqu
ringer house	Bordel appartenant à un bureau central où
rink hockey	Hockey sur patins à roulettes
rinse and repeat	Synonyme de : lather, rinse, repeat
rip current	courant d’arrachement, flot de retour
rip deal	Escroquerie à la transaction
rip off	Arracher; Arnaquer; Voler, dérober
rip up	Déchirer
riparian forest	Forêt riparienne ; ripisylve
rise pipe	Colonne montante
rise up	Se rebeller, s’insurger, s’élever contre; Remonter à la surface; Se relever, sor
risk management	Gestion des risques
risk manager	Gestionnaire de risques
risk margin	Coût de portage
risk mitigation technique	Technique d’atténuation des risques
risk partner	Associé aux risques
risk sharing partner	Associé aux risques
rits complex	Complexe de blocage transcriptionnel par d
river walnut	Noyer à petits fruits, noyer du Texas
rivers and lakes	Fleuves et lacs, rivières et lacs
rizz up	Séduire
rms value	Valeur efficace
rna interference	Interférence par ARN
rna virus	Virus à ARN
rna-induced silencing complex	Complexe de blocage de l’expression géniqu
rna-induced transcriptional silencing complex	Complexe de blocage transcriptionnel par d
ro-ro ship	Roulier
road movie	Road movie
road rage	Violence routière, agressivité au volant,
road roller	Rouleau compresseur
road show	Tournée de présentation
road sign	Panneau d’affichage
road traffic safety	Sécurité routière, prévention routière
road trip	Road trip
road-rail transport	Ferroutage
roaming subscriber	Abonné itinérant
roast beef	Rosbif
rob peter to pay paul	Déshabiller Paul pour habiller Jean
robes of office	Ornement
robot bomb	Bombe volante
robot pack mule	Robot fardier
robot plane	Avion-robot
rock and roll	Rock and roll, en particulier le rock des
rock art	Art rupestre
rock cherry	Bois de Sainte-Lucie, cerisier de sainte L
rock climbing	Escalade
rock elm	Iroko, chêne d’Afrique, teck d’Afrique, te
rock formation	Formation rocheuse
rock garden	Jardin de rocaille
rock herring	Alose
rock hyrax	Daman des rochers
rock music	Rock
rock oil	Pétrole brut
rock rat	Zyzomys
rock the boat	Agiter ou empirer une situation
rocket effect	Effet fusée
rocket engine	Moteur-fusée
rocket launcher	Lance-roquette
rocket luge	Pratique de la luge à réaction
rocket motor	Moteur-fusée
rocket pack	Réacteur dorsal
rocket science	Branche de l'ingénierie spatiale spécialis; (Principalement utilisé dans une phr
